day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
0,12400,DIVING_GEAR,99871.0,7.0,99870.0,11.0,,,99873.0,7.0,99874.0,11.0,,,99872.0,394.3125
0,12500,DIVING_GEAR,99863.0,21.0,,,,,99866.0,21.0,,,,,99864.5,465.5625
0,12600,DIVING_GEAR,99866.0,8.0,99865.0,12.0,,,99868.0,8.0,99869.0,12.0,,,99867.0,442.875
0,12700,DIVING_GEAR,99852.0,26.0,,,,,99855.0,26.0,,,,,99853.5,576.8125
0,12800,DIVING_GEAR,99858.0,9.0,99857.0,13.0,,,99860.0,9.0,99861.0,13.0,,,99859.0,523.625
0,12900,DIVING_GEAR,99847.0,7.0,99846.0,15.0,,,99849.0,7.0,99850.0,15.0,,,99848.0,633.5625
0,13000,DIVING_GEAR,99851.0,21.0,,,,,99854.0,21.0,,,,,99852.5,586.0625
0,13100,DIVING_GEAR,99846.0,25.0,,,,,99849.0,25.0,,,,,99847.5,639.3125
0,13200,DIVING_GEAR,99851.0,26.0,,,,,99854.0,26.0,,,,,99852.5,590.4375
0,13300,DIVING_GEAR,99852.0,10.0,99851.0,15.0,,,99854.0,10.0,99855.0,15.0,,,99853.0,582.25
0,13400,DIVING_GEAR,99842.0,19.0,,,,,99845.0,19.0,,,,,99843.5,679.0
0,13500,DIVING_GEAR,99850.0,25.0,,,,,99852.0,9.0,99853.0,16.0,,,99851.0,600.5
0,13600,DIVING_GEAR,99859.0,24.0,,,,,99862.0,24.0,,,,,99860.5,509.875
0,13700,DIVING_GEAR,99859.0,5.0,99858.0,19.0,,,99861.0,5.0,99862.0,19.0,,,99860.0,514.125
0,13800,DIVING_GEAR,99857.0,8.0,99856.0,12.0,,,99859.0,8.0,99860.0,12.0,,,99858.0,531.4375
0,13900,DIVING_GEAR,99856.0,10.0,99855.0,20.0,,,99858.0,10.0,99859.0,20.0,,,99857.0,541.625
0,14000,DIVING_GEAR,99850.0,8.0,99849.0,13.0,,,99852.0,8.0,99853.0,13.0,,,99851.0,603.0
0,14100,DIVING_GEAR,99857.0,6.0,99856.0,20.0,,,99859.0,6.0,99860.0,20.0,,,99858.0,533.9375
0,14200,DIVING_GEAR,99853.0,18.0,,,,,99856.0,18.0,,,,,99854.5,568.25
0,14300,DIVING_GEAR,99853.0,9.0,99852.0,20.0,,,99855.0,9.0,99856.0,20.0,,,99854.0,571.5
0,14400,DIVING_GEAR,99848.0,8.0,99847.0,16.0,,,99850.0,8.0,99851.0,16.0,,,99849.0,621.5
0,14500,DIVING_GEAR,99844.0,9.0,99843.0,14.0,,,99846.0,9.0,99847.0,14.0,,,99845.0,661.0
0,14600,DIVING_GEAR,99836.0,9.0,99835.0,11.0,,,99838.0,9.0,99839.0,11.0,,,99837.0,741.4375
0,14700,DIVING_GEAR,99844.0,10.0,99843.0,11.0,,,99846.0,10.0,99847.0,11.0,,,99845.0,662.4375
0,14800,DIVING_GEAR,99843.0,10.0,99842.0,14.0,,,99845.0,10.0,99846.0,14.0,,,99844.0,672.25
0,14900,DIVING_GEAR,99849.0,7.0,99848.0,15.0,,,99851.0,7.0,99852.0,15.0,,,99850.0,590.125
0,15000,DIVING_GEAR,99849.0,2.0,99848.0,13.0,,,99851.0,5.0,99852.0,13.0,,,99850.0,585.375
0,15100,DIVING_GEAR,99845.0,10.0,99844.0,14.0,,,99847.0,10.0,99848.0,14.0,,,99846.0,655.5
0,15200,DIVING_GEAR,99843.0,5.0,99842.0,11.0,,,99845.0,5.0,99846.0,11.0,,,99844.0,688.5
0,15300,DIVING_GEAR,99839.0,19.0,,,,,99841.0,5.0,99842.0,14.0,,,99840.0,745.0
0,15400,DIVING_GEAR,99839.0,27.0,,,,,99842.0,27.0,,,,,99840.5,744.25
0,15500,DIVING_GEAR,99837.0,5.0,99836.0,15.0,,,99839.0,5.0,99840.0,15.0,,,99838.0,782.25
0,15600,DIVING_GEAR,99835.0,8.0,99834.0,18.0,,,99837.0,8.0,99838.0,18.0,,,99836.0,812.5
0,15700,DIVING_GEAR,99826.0,18.0,,,,,99829.0,18.0,,,,,99827.5,951.375
0,15800,DIVING_GEAR,99821.0,17.0,,,,,99824.0,17.0,,,,,99822.5,1032.625
0,15900,DIVING_GEAR,99831.0,25.0,,,,,99834.0,25.0,,,,,99832.5,866.375
0,16000,DIVING_GEAR,99827.0,21.0,,,,,99830.0,21.0,,,,,99828.5,934.0
0,16100,DIVING_GEAR,99821.0,8.0,99820.0,15.0,,,99823.0,8.0,99824.0,15.0,,,99822.0,1040.25
0,16200,DIVING_GEAR,99823.0,6.0,99822.0,10.0,,,99825.0,6.0,99826.0,10.0,,,99824.0,1006.375
0,16300,DIVING_GEAR,99832.0,5.0,99831.0,16.0,,,99834.0,21.0,,,,,99833.0,865.0
0,16400,DIVING_GEAR,99822.0,23.0,,,,,99825.0,23.0,,,,,99823.5,1036.625
0,16500,DIVING_GEAR,99821.0,27.0,,,,,99824.0,27.0,,,,,99822.5,1061.625
0,16600,DIVING_GEAR,99817.0,26.0,,,,,99820.0,26.0,,,,,99818.5,1137.375
0,16700,DIVING_GEAR,99806.0,6.0,99805.0,16.0,,,99808.0,6.0,99809.0,16.0,,,99807.0,1347.875
0,16800,DIVING_GEAR,99811.0,9.0,99810.0,14.0,,,99813.0,9.0,99814.0,14.0,,,99812.0,1260.25
0,16900,DIVING_GEAR,99810.0,24.0,,,,,99813.0,24.0,,,,,99811.5,1263.25
0,17000,DIVING_GEAR,99811.0,6.0,99810.0,20.0,,,99813.0,6.0,99814.0,20.0,,,99812.0,1254.75
0,17100,DIVING_GEAR,99806.0,20.0,,,,,99809.0,20.0,,,,,99807.5,1344.875
0,17200,DIVING_GEAR,99809.0,10.0,99808.0,10.0,,,99811.0,10.0,99812.0,10.0,,,99810.0,1290.75
0,17300,DIVING_GEAR,99806.0,9.0,99805.0,11.0,,,99808.0,9.0,99809.0,11.0,,,99807.0,1355.25
0,17400,DIVING_GEAR,99805.0,7.0,99804.0,13.0,,,99807.0,7.0,99808.0,13.0,,,99806.0,1372.5
0,17500,DIVING_GEAR,99798.0,8.0,99797.0,11.0,,,99800.0,8.0,99801.0,11.0,,,99799.0,1505.0
0,17600,DIVING_GEAR,99790.0,25.0,,,,,99793.0,25.0,,,,,99791.5,1650.5
0,17700,DIVING_GEAR,99798.0,19.0,,,,,99801.0,19.0,,,,,99799.5,1491.125
0,17800,DIVING_GEAR,99795.0,22.0,,,,,99798.0,22.0,,,,,99796.5,1551.75
0,17900,DIVING_GEAR,99797.0,18.0,,,,,99800.0,18.0,,,,,99798.5,1516.25
0,18000,DIVING_GEAR,99797.0,7.0,99796.0,13.0,,,99799.0,7.0,99800.0,13.0,,,99798.0,1521.0
0,18100,DIVING_GEAR,99794.0,17.0,,,,,99797.0,17.0,,,,,99795.5,1582.25
0,18200,DIVING_GEAR,99791.0,7.0,99790.0,11.0,,,99793.0,4.0,99794.0,11.0,,,99792.0,1655.5
0,18300,DIVING_GEAR,99795.0,6.0,99794.0,10.0,,,99797.0,6.0,99798.0,10.0,,,99796.0,1556.75
0,18400,DIVING_GEAR,99793.0,6.0,99792.0,13.0,,,99795.0,6.0,99796.0,13.0,,,99794.0,1604.25
0,18500,DIVING_GEAR,99792.0,5.0,99791.0,18.0,,,99794.0,5.0,99795.0,18.0,,,99793.0,1628.25
0,18600,DIVING_GEAR,99792.0,20.0,,,,,99795.0,20.0,,,,,99793.5,1625.0
0,18700,DIVING_GEAR,99799.0,22.0,,,,,99802.0,22.0,,,,,99800.5,1440.25
0,18800,DIVING_GEAR,99804.0,5.0,99803.0,17.0,,,99806.0,5.0,99807.0,17.0,,,99805.0,1333.5
0,18900,DIVING_GEAR,99806.0,23.0,,,,,99809.0,23.0,,,,,99807.5,1273.5
0,19000,DIVING_GEAR,99803.0,8.0,99802.0,16.0,,,99805.0,8.0,99806.0,16.0,,,99804.0,1362.25
0,19100,DIVING_GEAR,99794.0,5.0,99793.0,16.0,,,99796.0,5.0,99797.0,16.0,,,99795.0,1579.75
0,19200,DIVING_GEAR,99800.0,10.0,99799.0,10.0,,,99802.0,10.0,99803.0,10.0,,,99801.0,1430.75
0,19300,DIVING_GEAR,99806.0,10.0,99805.0,17.0,,,99808.0,10.0,99809.0,17.0,,,99807.0,1279.0
0,19400,DIVING_GEAR,99805.0,26.0,,,,,99808.0,26.0,,,,,99806.5,1301.25
0,19500,DIVING_GEAR,99808.0,16.0,,,,,99811.0,16.0,,,,,99809.5,1216.5
0,19600,DIVING_GEAR,99813.0,26.0,,,,,99816.0,26.0,,,,,99814.5,1093.75
0,19700,DIVING_GEAR,99819.0,5.0,99818.0,16.0,,,99821.0,5.0,99822.0,16.0,,,99820.0,952.0
0,19800,DIVING_GEAR,99824.0,25.0,,,,,99827.0,25.0,,,,,99825.5,790.0
0,19900,DIVING_GEAR,99821.0,25.0,,,,,99824.0,25.0,,,,,99822.5,870.5
0,20000,DIVING_GEAR,99831.0,5.0,99830.0,14.0,,,99833.0,5.0,99834.0,14.0,,,99832.0,604.0
0,20100,DIVING_GEAR,99823.0,20.0,,,,,99826.0,20.0,,,,,99824.5,823.75
0,20200,DIVING_GEAR,99829.0,5.0,99828.0,14.0,,,99831.0,5.0,99832.0,14.0,,,99830.0,672.0
0,20300,DIVING_GEAR,99832.0,10.0,99831.0,15.0,,,99834.0,10.0,99835.0,15.0,,,99833.0,585.5
0,20400,DIVING_GEAR,99837.0,21.0,,,,,99840.0,21.0,,,,,99838.5,423.0
0,20500,DIVING_GEAR,99849.0,9.0,99848.0,11.0,,,99851.0,9.0,99852.0,11.0,,,99850.0,68.75
0,20600,DIVING_GEAR,99858.0,23.0,,,,,99861.0,23.0,,,,,99859.5,-211.0
0,20700,DIVING_GEAR,99851.0,22.0,,,,,99854.0,22.0,,,,,99852.5,5.25
0,20800,DIVING_GEAR,99840.0,26.0,,,,,99843.0,26.0,,,,,99841.5,324.0
0,20900,DIVING_GEAR,99846.0,6.0,99845.0,11.0,,,99848.0,6.0,99849.0,11.0,,,99847.0,170.25
0,21000,DIVING_GEAR,99839.0,28.0,,,,,99842.0,28.0,,,,,99840.5,362.0
0,21100,DIVING_GEAR,99839.0,16.0,,,,,99842.0,16.0,,,,,99840.5,364.5
0,21200,DIVING_GEAR,99844.0,27.0,,,,,99847.0,27.0,,,,,99845.5,206.5
0,21300,DIVING_GEAR,99834.0,8.0,99833.0,14.0,,,99836.0,8.0,99837.0,14.0,,,99835.0,516.75
0,21400,DIVING_GEAR,99821.0,8.0,99820.0,15.0,,,99823.0,8.0,99824.0,15.0,,,99822.0,915.25
0,21500,DIVING_GEAR,99822.0,21.0,,,,,99825.0,21.0,,,,,99823.5,866.5
0,21600,DIVING_GEAR,99824.0,2.0,99823.0,10.0,99822.0,16.0,99825.0,10.0,99826.0,16.0,,,99824.5,858.5
0,21700,DIVING_GEAR,99821.0,29.0,,,,,99824.0,29.0,,,,,99822.5,904.75
0,21800,DIVING_GEAR,99821.0,20.0,,,,,99824.0,20.0,,,,,99822.5,897.75
0,21900,DIVING_GEAR,99816.0,6.0,99815.0,16.0,,,99818.0,6.0,99819.0,16.0,,,99817.0,1060.5
0,22000,DIVING_GEAR,99806.0,25.0,,,,,99809.0,25.0,,,,,99807.5,1346.25
0,22100,DIVING_GEAR,99805.0,15.0,,,,,99808.0,15.0,,,,,99806.5,1377.75
0,22200,DIVING_GEAR,99799.0,18.0,,,,,99802.0,18.0,,,,,99800.5,1561.25
0,22300,DIVING_GEAR,99789.0,10.0,99788.0,11.0,,,99791.0,10.0,99792.0,11.0,,,99790.0,1871.75
0,22400,DIVING_GEAR,99792.0,20.0,,,,,99794.0,9.0,99795.0,11.0,,,99793.0,1776.5
0,22500,DIVING_GEAR,99792.0,10.0,99791.0,12.0,,,99794.0,10.0,99795.0,12.0,,,99793.0,1788.5
0,22600,DIVING_GEAR,99794.0,22.0,,,,,99797.0,22.0,,,,,99795.5,1712.0
0,22700,DIVING_GEAR,99788.0,8.0,99787.0,11.0,,,99790.0,8.0,99791.0,11.0,,,99789.0,1898.75
0,22800,DIVING_GEAR,99784.0,5.0,99783.0,10.0,,,99786.0,5.0,99787.0,10.0,,,99785.0,2032.0
0,22900,DIVING_GEAR,99777.0,20.0,,,,,99780.0,20.0,,,,,99778.5,2239.5
0,23000,DIVING_GEAR,99772.0,8.0,99771.0,20.0,,,99774.0,8.0,99775.0,20.0,,,99773.0,2423.5
0,23100,DIVING_GEAR,99773.0,17.0,,,,,99776.0,17.0,,,,,99774.5,2381.0
0,23200,DIVING_GEAR,99768.0,23.0,,,,,99771.0,23.0,,,,,99769.5,2559.25
0,23300,DIVING_GEAR,99770.0,15.0,,,,,99773.0,15.0,,,,,99771.5,2476.75
0,23400,DIVING_GEAR,99773.0,5.0,99772.0,18.0,,,99775.0,5.0,99776.0,18.0,,,99774.0,2398.25
0,23500,DIVING_GEAR,99785.0,19.0,,,,,99788.0,19.0,,,,,99786.5,1927.25
